#
#
#
#
#
#
#
#   Quelldatei:groundel100-25.gxx  
#    Zieldatei:groundel100-25.dat  
#
#  Querschnitt:   170.410
#   Messlaenge:    15.000
#     [N/mm**2]            [N]        [%-ext]       [%-trav]            [s]           [mm]
#
        -0.0628       -10.7000         0.0667         0.0667     27853.4297       398.1250
        -0.0622       -10.6000         0.0667         0.0667     27913.4609       398.1250
        -0.0617       -10.5200         0.0667         0.0667     27973.4902       398.1250
        -0.0613       -10.4400         0.0667         0.0667     28033.5195       398.1250
        -0.0608       -10.3600         0.0667         0.0667     28093.5508       398.1250
        -0.0603       -10.2800         0.0667         0.0667     28153.5801       398.1250
        -0.0599       -10.2000         0.0667         0.0667     28213.6094       398.1250
        -0.0594       -10.1200         0.0667         0.0667     28273.6406       398.1250
        -0.0590       -10.0600         0.0667         0.0667     28333.6699       398.1250
        -0.0586        -9.9800         0.0667         0.0667     28393.6992       398.1250
        -0.0582        -9.9200         0.0667         0.0667     28453.7305       398.1250
        -0.0577        -9.8400         0.0667         0.0667     28513.7598       398.1250
        -0.0573        -9.7600         0.0667         0.0667     28573.7891       398.1250
        -0.0569        -9.7000         0.0667         0.0667     28633.8203       398.1250
        -0.0566        -9.6400         0.0667         0.0667     28693.8496       398.1250
        -0.0561        -9.5600         0.0667         0.0667     28753.8809       398.1250
        -0.0559        -9.5200         0.0667         0.0667     28813.9102       398.1250
        -0.0556        -9.4800         0.0667         0.0667     28842.5898       398.1250
        -0.0556        -9.4800         0.0667         0.0667     28842.7109       398.1250
        -0.0556        -9.4800         0.0667         0.0667     28842.8301       398.1190
        -0.0739       -12.6000        -0.3533        -0.3533     28842.9492       397.9790
        -0.0930       -15.8400        -0.8067        -0.8067     28843.0703       397.8420
        -0.1145       -19.5200        -1.3933        -1.3933     28843.1895       397.6650
        -0.1415       -24.1200        -2.0067        -2.0067     28843.3105       397.4590
        -0.1688       -28.7600        -2.6867        -2.6867     28843.4297       397.2510
        -0.1934       -32.9600        -3.3000        -3.3000     28843.5508       397.0560
        -0.2179       -37.1400        -3.9467        -3.9467     28843.6699       396.8610
        -0.2422       -41.2800        -4.5333        -4.5333     28843.7891       396.6690
        -0.2658       -45.3000        -5.1800        -5.1800     28843.9102       396.4810
        -0.2897       -49.3600        -5.8267        -5.8267     28844.0293       396.2930
        -0.3118       -53.1400        -6.4067        -6.4067     28844.1504       396.1160
        -0.3341       -56.9400        -7.0200        -7.0200     28844.2695       395.9410
        -0.3568       -60.8000        -7.6067        -7.6067     28844.3906       395.7660
        -0.3789       -64.5600        -8.2200        -8.2200     28844.5098       395.5940
        -0.4014       -68.4000        -8.8000        -8.8000     28844.6309       395.4220
        -0.4243       -72.3000        -9.4200        -9.4200     28844.7500       395.2500
        -0.4473       -76.2200       -10.0333       -10.0333     28844.8691       395.0780
        -0.4703       -80.1400       -10.5800       -10.5800     28844.9902       394.9070
        -0.4940       -84.1800       -11.1933       -11.1933     28845.1094       394.7340
        -0.5176       -88.2000       -11.8133       -11.8133     28845.2305       394.5630
        -0.5413       -92.2400       -12.4267       -12.4267     28845.3496       394.3910
  # 
        -0.5450       -91.1200       -12.5533       -12.8467     28845.8594       394.2820
  #
  #     -0.5172       -88.1400       -12.8467       -12.8467     28846.3691       394.3110
  #     -0.4954       -84.4200       -12.6867       -12.6867     28846.8809       394.3680
  #     -0.4825       -82.2200       -12.5867       -12.5867     28847.3906       394.3980
        -0.4751       -80.9600       -12.5533       -12.5533     28847.9004       394.4090
        -0.4693       -79.9800       -12.5533       -12.5533     28848.4102       394.4140
        -0.4650       -79.2400       -12.5533       -12.5533     28848.9199       394.4150
        -0.4612       -78.6000       -12.5533       -12.5533     28849.4297       394.4150
        -0.4580       -78.0400       -12.5533       -12.5533     28849.9395       394.4150
        -0.4548       -77.5000       -12.5533       -12.5533     28850.4492       394.4150
        -0.4521       -77.0400       -12.5533       -12.5533     28850.9609       394.4150
        -0.4495       -76.6000       -12.5533       -12.5533     28851.4707       394.4150
        -0.4470       -76.1800       -12.5533       -12.5533     28851.9805       394.4150
        -0.4448       -75.8000       -12.5533       -12.5533     28852.4902       394.4150
        -0.4428       -75.4600       -12.5533       -12.5533     28853.0000       394.4150
        -0.4411       -75.1600       -12.5533       -12.5533     28853.5098       394.4150
        -0.4391       -74.8200       -12.5533       -12.5533     28854.0195       394.4150
        -0.4374       -74.5400       -12.5533       -12.5533     28854.5293       394.4150
        -0.4358       -74.2600       -12.5533       -12.5533     28855.0391       394.4150
        -0.4344       -74.0200       -12.5533       -12.5533     28855.5508       394.4150
        -0.4328       -73.7600       -12.5533       -12.5533     28856.0605       394.4150
        -0.4315       -73.5400       -12.5533       -12.5533     28856.5703       394.4150
        -0.4301       -73.3000       -12.5533       -12.5533     28857.0801       394.4150
        -0.4288       -73.0800       -12.5533       -12.5533     28857.5898       394.4150
        -0.4277       -72.8800       -12.5533       -12.5533     28858.0996       394.4150
        -0.4265       -72.6800       -12.5533       -12.5533     28858.6094       394.4150
        -0.4253       -72.4800       -12.5533       -12.5533     28859.1191       394.4150
        -0.4243       -72.3000       -12.5533       -12.5533     28859.6309       394.4150
        -0.4232       -72.1200       -12.5533       -12.5533     28860.1406       394.4150
        -0.4223       -71.9600       -12.5533       -12.5533     28860.6504       394.4150
        -0.4212       -71.7800       -12.5533       -12.5533     28861.1602       394.4150
        -0.4204       -71.6400       -12.5533       -12.5533     28861.6699       394.4150
        -0.4195       -71.4800       -12.5533       -12.5533     28862.1797       394.4150
        -0.4186       -71.3400       -12.5533       -12.5533     28862.6895       394.4150
        -0.4179       -71.2200       -12.5533       -12.5533     28863.1992       394.4150
        -0.4170       -71.0600       -12.5533       -12.5533     28863.7109       394.4150
        -0.4162       -70.9200       -12.5533       -12.5533     28864.2207       394.4150
        -0.4155       -70.8000       -12.5533       -12.5533     28864.7305       394.4150
        -0.4146       -70.6600       -12.5533       -12.5533     28865.2402       394.4150
        -0.4141       -70.5600       -12.5533       -12.5533     28865.7500       394.4150
        -0.4132       -70.4200       -12.5533       -12.5533     28866.2598       394.4150
   #    -0.4125       -70.3000       -12.5200       -12.5200     28866.7695       394.4150
   #    -0.4119       -70.2000       -12.5200       -12.5200     28867.2793       394.4150
   #    -0.4112       -70.0800       -12.5200       -12.5200     28867.7891       394.4150
   #    -0.4107       -69.9800       -12.5200       -12.5200     28868.3008       394.4150
   #    -0.4100       -69.8600       -12.5200       -12.5200     28868.8105       394.4150
   #    -0.4095       -69.7800       -12.5200       -12.5200     28869.3203       394.4150
   #    -0.4088       -69.6600       -12.5200       -12.5200     28869.8301       394.4140
   #    -0.4083       -69.5800       -12.5200       -12.5200     28870.3398       394.4140
   #    -0.4077       -69.4800       -12.5200       -12.5200     28870.8496       394.4120
   #    -0.4071       -69.3800       -12.5200       -12.5200     28871.3594       394.4090
   #    -0.4064       -69.2600       -12.5200       -12.5200     28871.8691       394.3990
   #    -0.4061       -69.2000       -12.5200       -12.5200     28872.3809       394.3920
   #    -0.4061       -69.2000       -12.5200       -12.5200     28872.8906       394.3860
   #    -0.4073       -69.4000       -12.5200       -12.5200     28873.4004       394.3780
   #    -0.4073       -69.4000       -12.5200       -12.5200     28873.9102       394.3740
   #    -0.4074       -69.4200       -12.5200       -12.5200     28874.4199       394.3690
        -0.4094       -69.7600       -12.5533       -12.5533     28874.9297       394.3570
        -0.3778       -64.3800       -12.5533       -12.5533     28934.9609       394.3570
        -0.3650       -62.2000       -12.5533       -12.5533     28994.9902       394.3570
        -0.3569       -60.8200       -12.5533       -12.5533     29055.0195       394.3560
        -0.3509       -59.8000       -12.5533       -12.5533     29115.0508       394.3560
        -0.3462       -59.0000       -12.5533       -12.5533     29175.0801       394.3560
        -0.3425       -58.3600       -12.5533       -12.5533     29235.1094       394.3560
        -0.3392       -57.8000       -12.5533       -12.5533     29295.1406       394.3560
        -0.3364       -57.3200       -12.5533       -12.5533     29355.1699       394.3560
        -0.3338       -56.8800       -12.5533       -12.5533     29415.1992       394.3560
        -0.3314       -56.4800       -12.5533       -12.5533     29475.2305       394.3560
        -0.3294       -56.1400       -12.5533       -12.5533     29535.2598       394.3560
        -0.3276       -55.8200       -12.5533       -12.5533     29595.2891       394.3560
        -0.3259       -55.5400       -12.5533       -12.5533     29655.3203       394.3560
        -0.3242       -55.2400       -12.5533       -12.5533     29715.3496       394.3560
        -0.3228       -55.0000       -12.5533       -12.5533     29775.3809       394.3560
        -0.3212       -54.7400       -12.5533       -12.5533     29835.4102       394.3560
        -0.3199       -54.5200       -12.5533       -12.5533     29895.4395       394.3560
        -0.3188       -54.3200       -12.5533       -12.5533     29955.4707       394.3560
        -0.3175       -54.1000       -12.5533       -12.5533     30015.5000       394.3560
        -0.3163       -53.9000       -12.5533       -12.5533     30075.5293       394.3560
        -0.3152       -53.7200       -12.5533       -12.5533     30135.5605       394.3560
        -0.3142       -53.5400       -12.5533       -12.5533     30195.5898       394.3560
        -0.3130       -53.3400       -12.5533       -12.5533     30255.6191       394.3560
        -0.3122       -53.2000       -12.5533       -12.5533     30315.6504       394.3560
        -0.3112       -53.0400       -12.5533       -12.5533     30375.6797       394.3560
        -0.3104       -52.9000       -12.5533       -12.5533     30435.7109       394.3560
        -0.3095       -52.7400       -12.5533       -12.5533     30495.7402       394.3560
        -0.3087       -52.6000       -12.5533       -12.5533     30555.7695       394.3560
        -0.3077       -52.4400       -12.5533       -12.5533     30615.8008       394.3560
        -0.3071       -52.3400       -12.5533       -12.5533     30675.8301       394.3560
        -0.3063       -52.2000       -12.5533       -12.5533     30735.8594       394.3560
        -0.3056       -52.0800       -12.5533       -12.5533     30795.8906       394.3560
        -0.3049       -51.9600       -12.5533       -12.5533     30855.9199       394.3560
        -0.3044       -51.8800       -12.5533       -12.5533     30915.9492       394.3560
        -0.3036       -51.7400       -12.5533       -12.5533     30975.9805       394.3560
        -0.3030       -51.6400       -12.5533       -12.5533     31036.0098       394.3560
        -0.3024       -51.5400       -12.5533       -12.5533     31096.0391       394.3560
        -0.3019       -51.4400       -12.5533       -12.5533     31156.0703       394.3560
        -0.3013       -51.3400       -12.5533       -12.5533     31216.0996       394.3560
        -0.3063       -52.2000       -12.5533       -12.5533     31276.1309       394.3180
        -0.3054       -52.0400       -12.5533       -12.5533     31336.1602       394.3180
        -0.3047       -51.9200       -12.5533       -12.5533     31396.1895       394.3180
        -0.3041       -51.8200       -12.5533       -12.5533     31456.2207       394.3180
        -0.3035       -51.7200       -12.5533       -12.5533     31516.2500       394.3180
        -0.3029       -51.6200       -12.5533       -12.5533     31576.2793       394.3180
        -0.3023       -51.5200       -12.5533       -12.5533     31636.3105       394.3180
        -0.3019       -51.4400       -12.5533       -12.5533     31696.3398       394.3180
        -0.3014       -51.3600       -12.5533       -12.5533     31756.3691       394.3180
        -0.3008       -51.2600       -12.5533       -12.5533     31816.4004       394.3180
        -0.3005       -51.2000       -12.5533       -12.5533     31876.4297       394.3180
        -0.3000       -51.1200       -12.5533       -12.5533     31936.4609       394.3180
        -0.2990       -50.9600       -12.5533       -12.5533     31996.4902       394.3520
        -0.2987       -50.9000       -12.5533       -12.5533     32056.5195       394.3520
        -0.2983       -50.8400       -12.5533       -12.5533     32116.5508       394.3520
        -0.2980       -50.7800       -12.5533       -12.5533     32176.5801       394.3520
        -0.2978       -50.7400       -12.5533       -12.5533     32236.6094       394.3520
        -0.2974       -50.6800       -12.5533       -12.5533     32296.6406       394.3520
        -0.2970       -50.6200       -12.5533       -12.5533     32356.6699       394.3520
        -0.2968       -50.5800       -12.5533       -12.5533     32416.6992       394.3520
        -0.2967       -50.5600       -12.5533       -12.5533     32445.4102       394.3520
        -0.2967       -50.5600       -12.5533       -12.5533     32445.5293       394.3520
        -0.2967       -50.5600       -12.5533       -12.5533     32445.6504       394.3200
        -0.3063       -52.2000       -12.6533       -12.6533     32445.7695       394.2710
        -0.3310       -56.4000       -13.2333       -13.2333     32445.8906       394.1160
        -0.3759       -64.0600       -13.9467       -13.9467     32446.0098       393.8950
        -0.4205       -71.6600       -14.8533       -14.8533     32446.1309       393.6650
        -0.4563       -77.7600       -15.5000       -15.5000     32446.2500       393.4750
        -0.4900       -83.5000       -16.1133       -16.1133     32446.3691       393.2860
        -0.5222       -88.9800       -16.7600       -16.7600     32446.4902       393.1110
        -0.5488       -93.5200       -17.3467       -17.3467     32446.6094       392.9510
        -0.5761       -98.1800       -17.8933       -17.8933     32446.7305       392.7900
        -0.6048      -103.0600       -18.5067       -18.5067     32446.8496       392.6240
        -0.6342      -108.0800       -19.0600       -19.0600     32446.9707       392.4550
        -0.6635      -113.0600       -19.6400       -19.6400     32447.0898       392.2850
        -0.6933      -118.1400       -20.2600       -20.2600     32447.2109       392.1130
        -0.7235      -123.3000       -20.8733       -20.8733     32447.3301       391.9410
        -0.7542      -128.5200       -21.4867       -21.4867     32447.4492       391.7690
        -0.7843      -133.6600       -22.1000       -22.1000     32447.5703       391.5980
        -0.8143      -138.7600       -22.7200       -22.7200     32447.6895       391.4300
        -0.8433      -143.7000       -23.2333       -23.2333     32447.8105       391.2670
        -0.8724      -148.6600       -23.8200       -23.8200     32447.9297       391.1020
        -0.9030      -153.8800       -24.4000       -24.4000     32448.0508       390.9310
        -0.9345      -159.2400       -24.9800       -24.9800     32448.1699       390.7580
   #    -0.9192      -156.6400       -25.3400       -25.3400     32448.6797       390.6700
   #    -0.8911      -151.8600       -25.3067       -25.3067     32449.1895       390.7130
   #    -0.8604      -146.6200       -25.1133       -25.1133     32449.6992       390.7780
   #    -0.8437      -143.7800       -25.0133       -25.0133     32450.2109       390.8090
        -0.8355      -142.3800       -24.9800       -24.9800     32450.7207       390.8130
        -0.8293      -141.3200       -24.9800       -24.9800     32451.2305       390.8140
        -0.8237      -140.3600       -24.9800       -24.9800     32451.7402       390.8140
        -0.8185      -139.4800       -24.9800       -24.9800     32452.2500       390.8140
        -0.8140      -138.7200       -24.9800       -24.9800     32452.7598       390.8140
        -0.8099      -138.0200       -24.9800       -24.9800     32453.2695       390.8140
        -0.8062      -137.3800       -24.9800       -24.9800     32453.7793       390.8140
        -0.8028      -136.8000       -24.9800       -24.9800     32454.2891       390.8140
        -0.7997      -136.2800       -24.9800       -24.9800     32454.8008       390.8140
        -0.7968      -135.7800       -24.9800       -24.9800     32455.3105       390.8140
        -0.7940      -135.3000       -24.9800       -24.9800     32455.8203       390.8140
        -0.7914      -134.8600       -24.9800       -24.9800     32456.3301       390.8140
        -0.7892      -134.4800       -24.9800       -24.9800     32456.8398       390.8140
        -0.7868      -134.0800       -24.9800       -24.9800     32457.3496       390.8140
        -0.7848      -133.7400       -24.9800       -24.9800     32457.8594       390.8140
        -0.7827      -133.3800       -24.9800       -24.9800     32458.3691       390.8140
        -0.7808      -133.0600       -24.9800       -24.9800     32458.8809       390.8140
        -0.7789      -132.7400       -24.9800       -24.9800     32459.3906       390.8140
        -0.7772      -132.4400       -24.9800       -24.9800     32459.9004       390.8140
        -0.7757      -132.1800       -24.9800       -24.9800     32460.4102       390.8140
        -0.7740      -131.9000       -24.9800       -24.9800     32460.9199       390.8140
        -0.7726      -131.6600       -24.9800       -24.9800     32461.4297       390.8140
        -0.7711      -131.4000       -24.9800       -24.9800     32461.9395       390.8140
        -0.7697      -131.1600       -24.9800       -24.9800     32462.4492       390.8140
        -0.7683      -130.9200       -24.9800       -24.9800     32462.9609       390.8140
        -0.7670      -130.7000       -24.9800       -24.9800     32463.4707       390.8140
        -0.7657      -130.4800       -24.9800       -24.9800     32463.9805       390.8140
        -0.7644      -130.2600       -24.9800       -24.9800     32464.4902       390.8140
        -0.7633      -130.0800       -24.9800       -24.9800     32465.0000       390.8140
        -0.7622      -129.8800       -24.9800       -24.9800     32465.5098       390.8140
   #    -0.7611      -129.7000       -24.9467       -24.9467     32466.0195       390.8140
   #    -0.7600      -129.5200       -24.9467       -24.9467     32466.5293       390.8140
   #    -0.7590      -129.3400       -24.9467       -24.9467     32467.0391       390.8140
   #    -0.7579      -129.1600       -24.9467       -24.9467     32467.5508       390.8140
   #    -0.7571      -129.0200       -24.9467       -24.9467     32468.0605       390.8130
   #    -0.7562      -128.8600       -24.9467       -24.9467     32468.5703       390.8130
   #    -0.7551      -128.6800       -24.9467       -24.9467     32469.0801       390.8130
   #    -0.7542      -128.5200       -24.9467       -24.9467     32469.5898       390.8120
   #    -0.7534      -128.3800       -24.9467       -24.9467     32470.0996       390.8090
   #    -0.7524      -128.2200       -24.9467       -24.9467     32470.6094       390.8060
   #    -0.7516      -128.0800       -24.9467       -24.9467     32471.1191       390.7970
   #    -0.7508      -127.9400       -24.9467       -24.9467     32471.6309       390.7920
   #    -0.7503      -127.8600       -24.9467       -24.9467     32472.1406       390.7880
   #    -0.7510      -127.9800       -24.9467       -24.9467     32472.6504       390.7820
   #    -0.7524      -128.2200       -24.9467       -24.9467     32473.1602       390.7740
   #    -0.7534      -128.3800       -24.9467       -24.9467     32473.6699       390.7660
   #    -0.7538      -128.4600       -24.9467       -24.9467     32474.1797       390.7600
        -0.7543      -128.5400       -24.9800       -24.9800     32474.6895       390.7550
        -0.7532      -128.3600       -24.9800       -24.9800     32475.1992       390.7550
        -0.7523      -128.2000       -24.9800       -24.9800     32475.7109       390.7550
        -0.7514      -128.0400       -24.9800       -24.9800     32476.2207       390.7550
        -0.7507      -127.9200       -24.9800       -24.9800     32476.7305       390.7550
        -0.7500      -127.8000       -24.9800       -24.9800     32477.2402       390.7550
        -0.7491      -127.6600       -24.9800       -24.9800     32477.7500       390.7550
        -0.7089      -120.8000       -24.9800       -24.9800     32537.7793       390.7540
        -0.6921      -117.9400       -24.9800       -24.9800     32597.8105       390.7540
        -0.6866      -117.0000       -24.9800       -24.9800     32657.8398       390.7240
        -0.6785      -115.6200       -24.9800       -24.9800     32717.8691       390.7240
        -0.6723      -114.5600       -24.9800       -24.9800     32777.8984       390.7240
        -0.6671      -113.6800       -24.9800       -24.9800     32837.9297       390.7240
        -0.6667      -113.6200       -24.9800       -24.9800     32897.9609       390.7020
        -0.6626      -112.9200       -24.9800       -24.9800     32957.9883       390.7020
        -0.6592      -112.3400       -24.9800       -24.9800     33018.0195       390.7020
        -0.6562      -111.8200       -24.9800       -24.9800     33078.0508       390.7020
        -0.6585      -112.2200       -24.9800       -24.9800     33138.0781       390.6710
        -0.6555      -111.7000       -24.9800       -24.9800     33198.1094       390.6710
        -0.6531      -111.3000       -24.9800       -24.9800     33258.1406       390.6710
        -0.6509      -110.9200       -24.9800       -24.9800     33318.1719       390.6710
        -0.6488      -110.5600       -24.9800       -24.9800     33378.1992       390.6710
        -0.6469      -110.2400       -24.9800       -24.9800     33438.2305       390.6710
        -0.6451      -109.9400       -24.9800       -24.9800     33498.2617       390.6710
        -0.6436      -109.6800       -24.9800       -24.9800     33558.2891       390.6710
        -0.6420      -109.4000       -24.9800       -24.9800     33618.3203       390.6710
        -0.6406      -109.1600       -24.9800       -24.9800     33678.3516       390.6710
        -0.6392      -108.9200       -24.9800       -24.9800     33738.3789       390.6710
        -0.6378      -108.6800       -24.9800       -24.9800     33798.4102       390.6710
        -0.6367      -108.5000       -24.9800       -24.9800     33858.4414       390.6710
        -0.6355      -108.3000       -24.9800       -24.9800     33918.4688       390.6710
        -0.6344      -108.1000       -24.9800       -24.9800     33978.5000       390.6710
        -0.6332      -107.9000       -24.9800       -24.9800     34038.5312       390.6710
        -0.6321      -107.7200       -24.9800       -24.9800     34098.5586       390.6710
        -0.6312      -107.5600       -24.9800       -24.9800     34158.5898       390.6710
        -0.6302      -107.4000       -24.9800       -24.9800     34218.6211       390.6710
        -0.6293      -107.2400       -24.9800       -24.9800     34278.6484       390.6710
        -0.6284      -107.0800       -24.9800       -24.9800     34338.6797       390.6710
        -0.6274      -106.9200       -24.9800       -24.9800     34398.7109       390.6710
        -0.6266      -106.7800       -24.9800       -24.9800     34458.7383       390.6710
        -0.6258      -106.6400       -24.9800       -24.9800     34518.7695       390.6710
        -0.6250      -106.5000       -24.9800       -24.9800     34578.8008       390.6710
        -0.6241      -106.3600       -24.9800       -24.9800     34638.8281       390.6710
        -0.6236      -106.2600       -24.9800       -24.9800     34698.8594       390.6710
        -0.6227      -106.1200       -24.9800       -24.9800     34758.8906       390.6710
        -0.6220      -106.0000       -24.9800       -24.9800     34818.9219       390.6710
        -0.6257      -106.6200       -24.9800       -24.9800     34878.9492       390.6480
        -0.6245      -106.4200       -24.9800       -24.9800     34938.9805       390.6480
        -0.6236      -106.2600       -24.9800       -24.9800     34999.0117       390.6480
        -0.6229      -106.1400       -24.9800       -24.9800     35059.0391       390.6480
        -0.6219      -105.9800       -24.9800       -24.9800     35119.0703       390.6480
        -0.6213      -105.8800       -24.9800       -24.9800     35179.1016       390.6480
        -0.6205      -105.7400       -24.9800       -24.9800     35239.1289       390.6480
        -0.6199      -105.6400       -24.9800       -24.9800     35299.1602       390.6480
        -0.6192      -105.5200       -24.9800       -24.9800     35359.1914       390.6480
        -0.6186      -105.4200       -24.9800       -24.9800     35419.2188       390.6480
        -0.6178      -105.2800       -24.9800       -24.9800     35479.2500       390.6480
        -0.6172      -105.1800       -24.9800       -24.9800     35539.2812       390.6480
        -0.6167      -105.1000       -24.9800       -24.9800     35599.3086       390.6480
        -0.6160      -104.9800       -24.9800       -24.9800     35659.3398       390.6480
        -0.6155      -104.8800       -24.9800       -24.9800     35719.3711       390.6480
        -0.6148      -104.7600       -24.9800       -24.9800     35779.3984       390.6480
        -0.6178      -105.2800       -24.9800       -24.9800     35839.4297       390.6320
        -0.6167      -105.1000       -24.9800       -24.9800     35899.4609       390.6300
        -0.6159      -104.9600       -24.9800       -24.9800     35959.4883       390.6300
        -0.6155      -104.8800       -24.9800       -24.9800     36019.5195       390.6300
        -0.6152      -104.8400       -24.9800       -24.9800     36048.1992       390.6300
        -0.6151      -104.8200       -24.9800       -24.9800     36048.3203       390.6300
        -0.6151      -104.8200       -24.9800       -24.9800     36048.4414       390.6300
        -0.6138      -104.6000       -24.9800       -24.9800     36048.5586       390.6870
        -0.5690       -96.9600       -24.4333       -24.4333     36048.6797       390.8580
        -0.5226       -89.0600       -23.7867       -23.7867     36048.8008       391.0420
        -0.4731       -80.6200       -22.9733       -22.9733     36048.9219       391.2630
        -0.4222       -71.9400       -22.1667       -22.1667     36049.0391       391.4960
        -0.3760       -64.0800       -21.3600       -21.3600     36049.1602       391.7160
        -0.3456       -58.9000       -20.7400       -20.7400     36049.2812       391.8880
        -0.3168       -53.9800       -20.0933       -20.0933     36049.3984       392.0600
        -0.2908       -49.5600       -19.5467       -19.5467     36049.5195       392.2160
        -0.2671       -45.5200       -18.9933       -18.9933     36049.6406       392.3700
        -0.2439       -41.5600       -18.4467       -18.4467     36049.7617       392.5270
        -0.2186       -37.2600       -17.8333       -17.8333     36049.8789       392.6940
        -0.1942       -33.1000       -17.2800       -17.2800     36050.0000       392.8610
        -0.1708       -29.1000       -16.6667       -16.6667     36050.1211       393.0310
        -0.1474       -25.1200       -16.0800       -16.0800     36050.2383       393.2030
        -0.1251       -21.3200       -15.5000       -15.5000     36050.3594       393.3730
        -0.1042       -17.7600       -14.9200       -14.9200     36050.4805       393.5420
        -0.0845       -14.4000       -14.3333       -14.3333     36050.6016       393.7100
        -0.0646       -11.0000       -13.7533       -13.7533     36050.7188       393.8840
        -0.0451        -7.6800       -13.1400       -13.1400     36050.8398       394.0590
        -0.0264        -4.5000       -12.5867       -12.5867     36050.9609       394.2350
  #  
        -0.0250        -6.1600       -12.4600       -12.1667     36051.4688       394.3490
  #
  #     -0.0516        -8.8000       -12.1333       -12.1333     36051.9805       394.3270
  #     -0.0726       -12.3800       -12.2667       -12.2667     36052.4883       394.2610
  #     -0.0877       -14.9400       -12.3933       -12.3933     36053.0000       394.2090
  #     -0.0965       -16.4400       -12.4267       -12.4267     36053.5117       394.1880
        -0.1027       -17.5000       -12.4600       -12.4600     36054.0195       394.1770
        -0.1077       -18.3600       -12.4600       -12.4600     36054.5312       394.1700
        -0.1115       -19.0000       -12.4600       -12.4600     36055.0391       394.1690
        -0.1149       -19.5800       -12.4600       -12.4600     36055.5508       394.1680
        -0.1180       -20.1000       -12.4600       -12.4600     36056.0586       394.1680
        -0.1208       -20.5800       -12.4600       -12.4600     36056.5703       394.1680
        -0.1233       -21.0200       -12.4600       -12.4600     36057.0781       394.1680
        -0.1258       -21.4400       -12.4600       -12.4600     36057.5898       394.1680
        -0.1280       -21.8200       -12.4600       -12.4600     36058.1016       394.1680
        -0.1302       -22.1800       -12.4600       -12.4600     36058.6094       394.1680
        -0.1320       -22.5000       -12.4600       -12.4600     36059.1211       394.1680
        -0.1340       -22.8400       -12.4600       -12.4600     36059.6289       394.1680
        -0.1357       -23.1200       -12.4600       -12.4600     36060.1406       394.1680
        -0.1373       -23.4000       -12.4600       -12.4600     36060.6484       394.1680
        -0.1390       -23.6800       -12.4600       -12.4600     36061.1602       394.1680
        -0.1405       -23.9400       -12.4600       -12.4600     36061.6719       394.1680
        -0.1418       -24.1600       -12.4600       -12.4600     36062.1797       394.1680
        -0.1432       -24.4000       -12.4600       -12.4600     36062.6914       394.1680
        -0.1446       -24.6400       -12.4600       -12.4600     36063.1992       394.1680
        -0.1458       -24.8400       -12.4600       -12.4600     36063.7109       394.1680
        -0.1471       -25.0600       -12.4600       -12.4600     36064.2188       394.1680
        -0.1481       -25.2400       -12.4600       -12.4600     36064.7305       394.1680
        -0.1493       -25.4400       -12.4600       -12.4600     36065.2383       394.1680
        -0.1503       -25.6200       -12.4600       -12.4600     36065.7500       394.1680
        -0.1513       -25.7800       -12.4600       -12.4600     36066.2617       394.1680
        -0.1523       -25.9600       -12.4600       -12.4600     36066.7695       394.1680
        -0.1533       -26.1200       -12.4600       -12.4600     36067.2812       394.1680
        -0.1543       -26.3000       -12.4600       -12.4600     36067.7891       394.1680
        -0.1553       -26.4600       -12.4600       -12.4600     36068.3008       394.1680
        -0.1561       -26.6000       -12.4600       -12.4600     36068.8086       394.1680
        -0.1568       -26.7200       -12.4600       -12.4600     36069.3203       394.1680
        -0.1577       -26.8800       -12.4600       -12.4600     36069.8281       394.1680
        -0.1584       -27.0000       -12.4600       -12.4600     36070.3398       394.1680
   #    -0.1593       -27.1400       -12.4267       -12.4267     36070.8516       394.1660
   #    -0.1613       -27.4800       -12.4267       -12.4267     36071.3594       394.1600
   #    -0.1633       -27.8200       -12.4267       -12.4267     36071.8711       394.1520
   #    -0.1652       -28.1600       -12.4267       -12.4267     36072.3789       394.1450
   #    -0.1670       -28.4600       -12.4267       -12.4267     36072.8906       394.1370
        -0.1692       -28.8400       -12.4600       -12.4600     36073.3984       394.1270
        -0.1698       -28.9400       -12.4600       -12.4600     36073.9102       394.1250
        -0.1703       -29.0200       -12.4600       -12.4600     36074.4219       394.1250
        -0.1709       -29.1200       -12.4600       -12.4600     36074.9297       394.1250
        -0.1715       -29.2200       -12.4600       -12.4600     36075.4414       394.1250
        -0.1719       -29.3000       -12.4600       -12.4600     36075.9492       394.1250
        -0.1725       -29.4000       -12.4600       -12.4600     36076.4609       394.1250
        -0.1730       -29.4800       -12.4600       -12.4600     36076.9688       394.1250
        -0.1735       -29.5600       -12.4600       -12.4600     36077.4805       394.1250
        -0.1739       -29.6400       -12.4600       -12.4600     36077.9883       394.1250
        -0.1745       -29.7400       -12.4600       -12.4600     36078.5000       394.1240
        -0.1750       -29.8200       -12.4600       -12.4600     36079.0117       394.1240
        -0.1755       -29.9000       -12.4600       -12.4600     36079.5195       394.1240
        -0.1760       -30.0000       -12.4600       -12.4600     36080.0312       394.1240
        -0.1765       -30.0800       -12.4600       -12.4600     36080.5391       394.1240
        -0.2063       -35.1600       -12.4600       -12.4600     36140.5703       394.1240
        -0.2189       -37.3000       -12.4600       -12.4600     36200.6016       394.1240
